general,,,,,,,,conciència del sentir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elecció personal,,,,,,responsabilidad individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entorn - Què passa? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ids,consentiment,dades demogràfiques,,,,,,"1. Últimament, amb quina freqüència has sentit les següents emocions?",,,,,,,,,,,,,,,,,,,,,,,,"Voldríem mirar algunes emocions més. D’aquestes altres, selecciona sols aquelles que últimament hagis sentit",,,,,,,,,,,,,,,,,,2. Sabries explicar com se senten últimament…?,,,,"3. Com esteu vivint emocionalment, tu i les persones de la teva edat, el moment actual? ","1. Últimament, quan vull donar resposta a una situació emocionalment complexa, jo...","2. Últimament, quan sento estrès, por, tristesa, ràbia o alguna altre emoció desagradable, jo...","3. Últimament, davant de moments de complexitat emocional, jo... ",,,,"1. Davant de les diferents emocions que apareixen en situacions complexes, quins comportaments tens? Què fas? (marca totes les que facis)",reactividad - freeze,reactividad - lucha,reactividad - huir,reactividad - mochila,reactividad - mochila,reactividad - chubasquero,reactividad - chubasquero,descongestión - expresión,descongestión - ayuda,descongestión - amor,descongestión - descanso,descongestión - fluir,sugestión - buscar alternativas,sugestión - cambiar mirada,sugestión - ganar amplitud,digestión - aceptación,digestión - comprensión/aprendizaje,"digestión - dejar ir/soltar, me dejo crecer","2. Si sents angoixa, disgust o tristesa profunda, a qui recorres? (marca totes les que creguis que tenen a veure amb el que fas)",,,,,,,,,"1. Pensa en les relacions que has tingut últimament (amb les teves amistats, família, comunitat escolar, etc.). Quan ha sigut l’última vegada que has sentit que algú et preguntava de veritat, amb ànim de saber la teva resposta, com et sents?",,,,"2. Últimament, com estàs vivint emocionalment les següents situacions?",,,,,,,,,,,,,,,,,,,"3.Has viscut altres situacions emocionalment complexes, més enllà de les que t'hem proposat a l'anterior pregunta? Com t'has sentit? (recorda que aquesta informació és anònima):",,"4.Quan et sents malament, emocionalment parlant, com preferiries que les persones del teu entorn t’ajudessin?  ",,"5.Quins recursos, serveis, activitats trobes al teu abast, al teu entorn, que ajuden a potenciar el teu benestar emocional?",
44167.445,Accepto,17,2n Batx.,Vilanova i la Geltrú,Mascle,Home,3,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Algunes vegades,Algunes vegades,Algunes vegades,Freqüentment,Freqüentment,Freqüentment,Algunes vegades,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Algunes vegades,Freqüentment,Algunes vegades,Algunes vegades,Freqüentment,Algunes vegades,"Angoixa, Culpa, Desesperació, Enyorança, Frustració, Odi, Pànic, Rebuig, Remordiment",0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,No sé com se senten de veritat,No sé com se senten de veritat,"b. No ens agrada el que estem vivint ni estem d’acord amb com s'està gestionant, però bueno... és el que hi ha.","M’escolto i em situo en el meu benestar, escullo l’opció que m’ajuda a sentir-me verdaderament millor.","Miro el que sento, però com que no sé què fer, al final miro cap a una altra banda",Poc o no gaire,Algunes vegades,Sempre,Sempre,"Faig com si res i m'evadeixo de les meves emocions., M’ho guardo, prefereixo no expressar com estic o com em sento., Em pressiono tractant de resoldre tot el que passa, fins i tot quan no és la meva responsabilitat., Intento donar-me espais per expressar el que sento (ex. dibuixar, ballar, escriure, parlar amb algú, etc.)., Busco altres punts de vista que m’ajudin a sentir-me millor., Accepto el que em passa i em permeto sentir-ho sense jutjar-me., Deixo anar el que ja no necessito ni em fa bé, em deixo ser la millor versió de mi.",0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,"Amistats, Ningú, A mi mateix/a",1,0,0,0,0,1,1,,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,Fa 2-4 mesos,No m'ho han preguntat,Em sento malament,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,No ho he viscut,Em sento bé,Em sento malament,Em sento malament,Em sento malament,Em sento malament,Em sento malament,Em sento malament,Em sento bé,No ho he viscut,No ho he viscut,Em sento bé,No ho he viscut,No. ,,Preguntant-me i interessant-se per mi. Però no és així. ,,Amics. ,
44167.44502,Accepto,17,2n Batx.,Vilanova i la Geltrú,Femella,Dona,3,Algunes vegades,Algunes vegades,Algunes vegades,Poc,Algunes vegades,Poc,Algunes vegades,Algunes vegades,Freqüentment,Freqüentment,Algunes vegades,Poc,Freqüentment,Algunes vegades,Freqüentment,Freqüentment,Poc,Poc,Poc,Poc,Poc,Gens,Algunes vegades,Poc,"Angoixa, Desesperació, Enyorança, Esperança, Frustració, Gratitud, Il·lusió, Odi, Pànic, Pau, Rancor, Rebuig, Temor",0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,No sé com se senten de veritat,Sé com se senten però no sabria com explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,a. Preferim fer coses que ens distreguin del que està passant i del que sentim.,"Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.","Si miro el que sento al final em sento pitjor, em poso de mal humor i em genera conflictes",Algunes vegades,Poc o no gaire,Algunes vegades,Algunes vegades,"M’ho guardo, prefereixo no expressar com estic o com em sento., Busco i/o demano ajuda., Busco alternatives per resoldre el que sento., Busco altres punts de vista que m’ajudin a sentir-me millor., Prenc distància per mirar i comprendre el millor possible el que em passa.",0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,"Amistats, Familiars",1,1,0,0,0,0,0,,Fa 2-4 mesos,Aquesta setmana o l’anterior,Fa 1 mes,Fa 5-6 mesos,Em sento bé,Em sento bé,Em sento bé,Em sento bé,No sé com em sento,Em sento bé,No sé com em sento,Em sento bé,No sé com em sento,No sé com em sento,Em sento bé,No sé com em sento,Em sento bé,No sé com em sento,Em sento bé,No sé com em sento,No ho he viscut,No ho he viscut,No ho he viscut,No,,"Que em donin el meu espai però que encara que en aquell moment no sapiguen que em passa em donin suport des de la distància. Un cop volgui parlar-ho que no em
jutjin i m’ajudin",,"Esport, temps per mi mateixa",
44167.44502,Accepto,16,No estudio ni treballo,Cubelles,Femella,Dona,5,Freqüentment,Freqüentment,Algunes vegades,Poc,Poc,Poc,Freqüentment,Poc,Algunes vegades,Freqüentment,Freqüentment,Freqüentment,Algunes vegades,Poc,Algunes vegades,Algunes vegades,Algunes vegades,Freqüentment,Freqüentment,Algunes vegades,Algunes vegades,Freqüentment,Algunes vegades,Freqüentment,"Alleujament, Angoixa, Enyorança, Esperança, Frustració, Gratitud, Il·lusió, Pau, Plenitud, Rebuig",1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,Sabria explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,d. Aprofitem el que està passant per donar-li un sentit i intentem fer canvis per a millorar la situació.,"Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.","Escullo mirar el que sento, escoltar-me, entendre’m, cuidar-me per així poder-me sentir millor.",Sempre,Sempre,Sempre,Sempre,"Em bloquejo. Em costa respondre., M’ho guardo, prefereixo no expressar com estic o com em sento., Em cuido, em mimo, connecto amb el meu benestar., Accepto el que em passa i em permeto sentir-ho sense jutjar-me.",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"Amistats, A mi mateix/a",1,0,0,0,0,0,1,,No m'ho han preguntat,Aquesta setmana o l’anterior,Fa 1 mes,Fa 1 mes,No sé com em sento,Em sento bé,Em sento bé,Em sento bé,Em sento bé,No sé com em sento,No sé com em sento,Em sento bé,Em sento bé,No sé com em sento,No sé com em sento,Em sento bé,Em sento malament,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,No ho he viscut,Paso,,Paso,,Paso,
44167.44517,Accepto,16,2n Batx.,Cubelles,Femella,Dona,2,Algunes vegades,Freqüentment,Algunes vegades,Poc,Poc,Algunes vegades,Algunes vegades,Poc,Freqüentment,Freqüentment,Algunes vegades,Algunes vegades,Freqüentment,Poc,Freqüentment,Algunes vegades,Freqüentment,Algunes vegades,Poc,Algunes vegades,Poc,Algunes vegades,Algunes vegades,Gens,"Angoixa, Esperança, Il·lusió",0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Sabria explicar-ho,Sé com se senten però no sabria com explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,a. Preferim fer coses que ens distreguin del que està passant i del que sentim.,"M’escolto i em situo en el meu benestar, escullo l’opció que m’ajuda a sentir-me verdaderament millor.","Ho deixo passar durant un temps, si no desapareix, tracto de buscar una solució. ",Algunes vegades,Algunes vegades,Sempre,Algunes vegades,"M’ho guardo, prefereixo no expressar com estic o com em sento., Em pressiono tractant de resoldre tot el que passa, fins i tot quan no és la meva responsabilitat., Intento donar-me espais per expressar el que sento (ex. dibuixar, ballar, escriure, parlar amb algú, etc.)., Descanso de les emocions difícils per recarregar energia, llavors les abordo., Busco alternatives per resoldre el que sento.",0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,"Amistats, Familiars, A mi mateix/a",1,1,0,0,0,0,1,,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,No m'ho han preguntat,No m'ho han preguntat,Em sento bé,Em sento bé,No sé com em sento,No ho he viscut,Em sento bé,No ho he viscut,No ho he viscut,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento malament,No sé com em sento,No ho he viscut,No ho he viscut,No ho he viscut,No ho he viscut,Realment no,,"Preferiria que no em fessin parlar si no en tinc ganes, ja que sempre acabo buscant ajuda quan sento que jo sola no puc gestionar-ho. ",,"Professionals, cap. Quan necesito potenciar el meu benestar ballo, escolto música, llegeixo, em distrec a casa. ",
44167.44522,Accepto,17,1r Batx.,Vilanova i la Geltrú,Mascle,Home,3,Freqüentment,Algunes vegades,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Il·lusió,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,Sabria explicar-ho,Sé com se senten però no sabria com explicar-ho,No sé com se senten de veritat,a. Preferim fer coses que ens distreguin del que està passant i del que sentim.,"M’escolto i em situo en el meu benestar, escullo l’opció que m’ajuda a sentir-me verdaderament millor.","Miro el que sento, però com que no sé què fer, al final miro cap a una altra banda",Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,"Faig com si res i m'evadeixo de les meves emocions., M’és igual, no m’afecta., Descanso de les emocions difícils per recarregar energia, llavors les abordo., Accepto el que em passa i em permeto sentir-ho sense jutjar-me.",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,"Amistats, Familiars, A mi mateix/a",1,1,0,0,0,0,1,,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,Fa 1 mes,Aquesta setmana o l’anterior,Em sento bé,Em sento bé,No sé com em sento,No sé com em sento,Em sento bé,Em sento bé,No sé com em sento,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,No sé com em sento,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,. ,,. ,,. ,
44167.44522,Accepto,17,2n Batx.,Sant Pere de Ribes,Mascle,Home,3,Algunes vegades,Algunes vegades,Freqüentment,Poc,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,"Desesperació, Esperança",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Sabria explicar-ho,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,No sé com se senten de veritat,Sé com se senten però no sabria com explicar-ho,"b. No ens agrada el que estem vivint ni estem d’acord amb com s'està gestionant, però bueno... és el que hi ha.","M’escolto i em situo en el meu benestar, escullo l’opció que m’ajuda a sentir-me verdaderament millor.","Miro el que sento, però com que no sé què fer, al final miro cap a una altra banda",Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,"Perdo el control i puc arribar a tenir conductes conflictives., Em pressiono tractant de resoldre tot el que passa, fins i tot quan no és la meva responsabilitat., Busco alternatives per resoldre el que sento., Busco altres punts de vista que m’ajudin a sentir-me millor.",0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"Amistats, Familiars",1,1,0,0,0,0,0,,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,No m'ho han preguntat,Fa 2-3 setmanes,Em sento bé,Em sento bé,Em sento malament,No sé com em sento,Em sento bé,Em sento bé,No ho he viscut,Em sento bé,Em sento malament,Em sento malament,No sé com em sento,Em sento bé,No sé com em sento,Em sento bé,No sé com em sento,No sé com em sento,Em sento bé,Em sento bé,Em sento bé,.,,.,,.,
44167.4457,Accepto,17,2n Batx.,Vilanova i la Geltrú,Femella,Dona,5,Algunes vegades,Freqüentment,Algunes vegades,Algunes vegades,Freqüentment,Algunes vegades,Algunes vegades,Freqüentment,Freqüentment,Algunes vegades,Freqüentment,Poc,Freqüentment,Poc,Algunes vegades,Algunes vegades,Algunes vegades,Poc,Algunes vegades,Poc,Poc,Gens,Freqüentment,Algunes vegades,"Angoixa, Desesperació, Enyorança, Frustració",0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Sé com se senten però no sabria com explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,No sé com se senten de veritat,a. Preferim fer coses que ens distreguin del que està passant i del que sentim.,"Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.","Miro el que sento, però com que no sé què fer, al final miro cap a una altra banda",Algunes vegades,Poc o no gaire,Algunes vegades,Algunes vegades,"Em bloquejo. Em costa respondre., Faig com si res i m'evadeixo de les meves emocions., M’ho guardo, prefereixo no expressar com estic o com em sento.",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Amistats, Familiars, Ningú",1,1,0,0,0,1,0,,Aquesta setmana o l’anterior,Fa 2-3 setmanes,Fa 2-3 setmanes,No m'ho han preguntat,Em sento bé,No sé com em sento,No sé com em sento,Em sento malament,Em sento malament,No sé com em sento,Em sento malament,No sé com em sento,No sé com em sento,Em sento malament,Em sento bé,No sé com em sento,Em sento malament,No sé com em sento,No sé com em sento,Em sento bé,No ho he viscut,No ho he viscut,No ho he viscut,No,,No m’agrada molt expressar els meus sentiments pero en cas que m’ajudessin basicament valoro que m’escoltin.,,Fer les activitats que m’agraden o els meus hobbies,
44167.44574,Accepto,17,2n Batx.,Vilanova i la Geltrú,Femella,Dona,3,Algunes vegades,Algunes vegades,Poc,Algunes vegades,Algunes vegades,Poc,Poc,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Gens,Algunes vegades,Freqüentment,Freqüentment,Freqüentment,Poc,Poc,Poc,Algunes vegades,Poc,Poc,Freqüentment,Poc,"Culpa, Desesperació, Enyorança, Frustració, Rebuig",0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,Sabria explicar-ho,Sé com se senten però no sabria com explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,"b. No ens agrada el que estem vivint ni estem d’acord amb com s'està gestionant, però bueno... és el que hi ha.","Penso en la resta, escullo què fer segons el que els demés esperen de mi.","Miro el que sento, però com que no sé què fer, al final miro cap a una altra banda",Poc o no gaire,Mai,Poc o no gaire,Poc o no gaire,"Em bloquejo. Em costa respondre., Faig com si res i m'evadeixo de les meves emocions., M’ho guardo, prefereixo no expressar com estic o com em sento.",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ningú,0,0,0,0,0,1,0,,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,No m'ho han preguntat,No m'ho han preguntat,No sé com em sento,No sé com em sento,No sé com em sento,No sé com em sento,No sé com em sento,Em sento bé,No sé com em sento,No sé com em sento,Em sento malament,No sé com em sento,No ho he viscut,No sé com em sento,Em sento malament,Em sento bé,Em sento malament,No sé com em sento,Em sento bé,No sé com em sento,No ho he viscut,-,,donant-me el seu suport sense preguntar,,els amics,
44167.44597,Accepto,17,2n Batx.,Vilanova i la Geltrú,Femella,Dona,4,Algunes vegades,Poc,Poc,Freqüentment,Freqüentment,Algunes vegades,Algunes vegades,Algunes vegades,Freqüentment,Freqüentment,Freqüentment,Poc,Freqüentment,Algunes vegades,Freqüentment,Algunes vegades,Poc,Poc,Poc,Poc,Poc,Poc,Algunes vegades,Poc,"Angoixa, Desesperació, Enyorança, Frustració, Gratitud, Pànic, Rancor, Remordiment, Temor",0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,Sabria explicar-ho,Sé com se senten però no sabria com explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,a. Preferim fer coses que ens distreguin del que està passant i del que sentim.,m’estresso,"inteno fer la primera opcio, poc a poc, cada vegada ho aconsegueixo",Poc o no gaire,Poc o no gaire,Algunes vegades,Algunes vegades,"Em bloquejo. Em costa respondre., Em pressiono tractant de resoldre tot el que passa, fins i tot quan no és la meva responsabilitat., Busco i/o demano ajuda., Descanso de les emocions difícils per recarregar energia, llavors les abordo., Busco altres punts de vista que m’ajudin a sentir-me millor., Deixo anar el que ja no necessito ni em fa bé, em deixo ser la millor versió de mi.",1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,"Amistats, Familiars, Professionals de la salut (psicòlegs/gues, infermeres/es, etc.), A mi mateix/a",1,1,1,0,0,0,1,,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,Fa 1 mes,Fa 2-3 setmanes,Em sento bé,No sé com em sento,Em sento bé,No sé com em sento,No sé com em sento,No sé com em sento,No sé com em sento,No sé com em sento,Em sento malament,Em sento malament,Em sento bé,No sé com em sento,Em sento bé,Em sento bé,No sé com em sento,No sé com em sento,No ho he viscut,No sé com em sento,No ho he viscut,Ara mateix no penso en cap,,empaticament,,"psicolegs, yoga, familia",
44167.44662,Accepto,17,2n Batx.,Cubelles,Femella,Dona,2,Algunes vegades,Freqüentment,Algunes vegades,Poc,Poc,Algunes vegades,Freqüentment,Algunes vegades,Algunes vegades,Poc,Poc,Algunes vegades,Algunes vegades,Poc,Algunes vegades,Freqüentment,Algunes vegades,Algunes vegades,Poc,Gens,Poc,Algunes vegades,Algunes vegades,Poc,"Angoixa, Il·lusió, Odi, Rancor",0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,Sé com se senten però no sabria com explicar-ho,Sé com se senten però no sabria com explicar-ho,e. Aquesta situació ens ha donat l’oportunitat d’aprendre i això ens ajuda a afrontar el moment amb benestar.,"Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.","Miro el que sento, però com que no sé què fer, al final miro cap a una altra banda",Poc o no gaire,Algunes vegades,Algunes vegades,Algunes vegades,"Em bloquejo. Em costa respondre., Perdo el control i puc arribar a tenir conductes conflictives., M’ho guardo, prefereixo no expressar com estic o com em sento.",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parella,0,0,0,0,0,0,0,,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,Fa 1 mes,Fa 1 mes,Em sento bé,Em sento bé,Em sento malament,No sé com em sento,Em sento bé,Em sento malament,Em sento malament,No sé com em sento,No sé com em sento,Em sento malament,No sé com em sento,No sé com em sento,No sé com em sento,Em sento bé,Em sento bé,Em sento bé,Em sento malament,No sé com em sento,No sé com em sento,No,,Escoltant-me,,Psicòlegs,
44167.44696,Accepto,17,2n Batx.,Vilanova i la Geltrú,Femella,Dona,1,Algunes vegades,Freqüentment,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Freqüentment,Freqüentment,Algunes vegades,Freqüentment,Algunes vegades,Algunes vegades,Algunes vegades,Freqüentment,Poc,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,"Enyorança, Gratitud, Rancor",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Sabria explicar-ho,Sé com se senten però no sabria com explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,"b. No ens agrada el que estem vivint ni estem d’acord amb com s'està gestionant, però bueno... és el que hi ha.","Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.","Miro el que sento, però com que no sé què fer, al final miro cap a una altra banda",Algunes vegades,Algunes vegades,Algunes vegades,Poc o no gaire,"Em bloquejo. Em costa respondre., Busco i/o demano ajuda., Busco alternatives per resoldre el que sento., Busco altres punts de vista que m’ajudin a sentir-me millor.",1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"Amistats, Familiars",1,1,0,0,0,0,0,,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,No m'ho han preguntat,No m'ho han preguntat,Em sento bé,No sé com em sento,Em sento bé,No sé com em sento,Em sento bé,Em sento bé,No sé com em sento,No sé com em sento,Em sento malament,Em sento malament,Em sento malament,Em sento bé,No sé com em sento,Em sento bé,No sé com em sento,No sé com em sento,Em sento malament,Em sento bé,No sé com em sento,No,,Parlant amb mi i entenen-me,,Fer el que m’agrada,
44167.44698,Accepto,17,2n Batx.,Sitges,Mascle,No ho sé,1,Freqüentment,Algunes vegades,Poc,Freqüentment,Freqüentment,Poc,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Poc,Freqüentment,Gens,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Gens,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,"Angoixa, Desesperació, Esperança, Frustració, Il·lusió",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,Sabria explicar-ho,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,No sé com se senten de veritat,Sé com se senten però no sabria com explicar-ho,"b. No ens agrada el que estem vivint ni estem d’acord amb com s'està gestionant, però bueno... és el que hi ha.","M’escolto i em situo en el meu benestar, escullo l’opció que m’ajuda a sentir-me verdaderament millor.","Miro el que sento, però com que no sé què fer, al final miro cap a una altra banda",Poc o no gaire,Algunes vegades,Poc o no gaire,Algunes vegades,"Em bloquejo. Em costa respondre., Perdo el control i puc arribar a tenir conductes conflictives., M’ho guardo, prefereixo no expressar com estic o com em sento., Em cuido, em mimo, connecto amb el meu benestar.",1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Amistats, Familiars, A mi mateix/a",1,1,0,0,0,0,1,,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,Fa 1 mes,No m'ho han preguntat,No sé com em sento,Em sento bé,Em sento malament,No sé com em sento,Em sento bé,Em sento bé,No sé com em sento,Em sento bé,Em sento malament,Em sento malament,Em sento bé,No sé com em sento,No sé com em sento,Em sento bé,Em sento malament,No sé com em sento,Em sento bé,Em sento bé,Em sento bé,No,,Me gustaría que me ayudaran dándome consejos o algo similar para poder solucionar mis problemas ,,"Boxeo,muay thai ,porros",
